YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-05,WEEKDAY,5,TRAIN,NE10,1664,458
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,NE10,218,72
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,35343,30135
2024-05,WEEKDAY,18,TRAIN,CE1/DT16,58205,53306
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,NE5,9236,6442
2024-05,WEEKDAY,20,TRAIN,NE5,24120,12266
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NE8,30327,13429
2024-05,WEEKDAY,21,TRAIN,NE8,41546,28451
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,1024,1688
2024-05,WEEKDAY,10,TRAIN,NS27/CE2/TE20,1726,6501
2024-05,WEEKDAY,11,TRAIN,CC16,6487,3692
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,CC16,4141,2443
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,EW17,13668,15970
2024-05,WEEKDAY,17,TRAIN,EW17,39846,49009
2024-05,WEEKDAY,14,TRAIN,DT25,3506,3246
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,DT25,1932,1776
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,CC28,2030,1767
2024-05,WEEKDAY,13,TRAIN,CC28,3284,2635
2024-05,WEEKDAY,5,TRAIN,NE9,3063,44
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,NE9,398,1
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,49844,43415
2024-05,WEEKDAY,17,TRAIN,EW12/DT14,111226,75901
2024-05,WEEKDAY,22,TRAIN,PE7,1706,4144
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,PE7,373,1990
2024-05,WEEKDAY,19,TRAIN,BP9,1876,4716
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,BP9,720,1175
2024-05,WEEKDAY,15,TRAIN,DT7,6312,5335
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,DT7,1649,1778
2024-05,WEEKDAY,6,TRAIN,CC3,210,3970
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,CC3,199,1137
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,CC20,3226,2315
2024-05,WEEKDAY,9,TRAIN,CC20,8214,5378
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,7375,10719
2024-05,WEEKDAY,8,TRAIN,EW16/NE3/TE17,34348,130091
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,EW18,9846,6623
2024-05,WEEKDAY,11,TRAIN,EW18,15289,12091
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,TE7,2740,2599
2024-05,WEEKDAY,8,TRAIN,TE7,15837,16897
2024-05,WEEKDAY,5,TRAIN,CC17/TE9,1972,166
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,358,31
2024-05,WEEKDAY,12,TRAIN,BP2,2469,1603
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1780,1133
2024-05,WEEKDAY,11,TRAIN,NE17/PTC,35472,28385
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,25745,21893
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,TE15,14,70
2024-05,WEEKDAY,0,TRAIN,TE15,29,165
2024-05,WEEKDAY,21,TRAIN,NS7,21591,37242
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NS7,16312,15538
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,BP5,534,859
2024-05,WEEKDAY,21,TRAIN,BP5,1177,1944
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,TE15,2005,2531
2024-05,WEEKDAY,8,TRAIN,TE15,12651,14062
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,547,634
2024-05,WEEKDAY,23,TRAIN,CC19/DT9,1439,1437
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,EW27,21066,13087
2024-05,WEEKDAY,9,TRAIN,EW27,46921,34448
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,DT33,5521,9559
2024-05,WEEKDAY,19,TRAIN,DT33,14181,50827
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,3646,9238
2024-05,WEEKDAY,8,TRAIN,NS24/NE6/CC1,24929,55613
2024-05,WEEKDAY,23,TRAIN,PE1,260,2409
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,PE1,191,1125
2024-05,WEEKDAY,19,TRAIN,NE1/CC29,103686,51372
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,47983,21629
2024-05,WEEKDAY,7,TRAIN,BP11,18839,2321
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1709,372
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,BP4,362,1143
2024-05,WEEKDAY,20,TRAIN,BP4,1904,3109
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,CC3,445,2284
2024-05,WEEKDAY,7,TRAIN,CC3,999,8095
2024-05,WEEKDAY,7,TRAIN,TE15,9332,8411
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,TE15,859,1806
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,EW15,2623,10023
2024-05,WEEKDAY,8,TRAIN,EW15,17551,225512
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,EW22,317,1086
2024-05,WEEKDAY,23,TRAIN,EW22,1319,2363
2024-05,WEEKDAY,8,TRAIN,CE1/DT16,9895,47125
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,4915,18103
2024-05,WEEKDAY,14,TRAIN,NS8,13963,13341
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NS8,8210,7395
2024-05,WEEKDAY,6,TRAIN,TE13,614,2809
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,TE13,144,617
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,TE16,1013,1523
2024-05,WEEKDAY,23,TRAIN,TE16,2212,3222
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,DT25,652,2265
2024-05,WEEKDAY,22,TRAIN,DT25,1546,4898
2024-05,WEEKDAY,19,TRAIN,DT23,10896,7152
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,DT23,1803,1545
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,CG2,6319,9714
2024-05,WEEKDAY,7,TRAIN,CG2,13768,23896
2024-05,WEEKDAY,23,TRAIN,TE6,1092,8061
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,TE6,608,3885
2024-05,WEEKDAY,5,TRAIN,CC12,972,42
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,CC12,195,4
2024-05,WEEKDAY,7,TRAIN,EW16/NE3/TE17,26779,103164
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,5789,11313
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,NS23,27926,25884
2024-05,WEEKDAY,16,TRAIN,NS23,39325,36525
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,TE15,783,601
2024-05,WEEKDAY,23,TRAIN,TE15,1495,1334
2024-05,WEEKDAY,5,TRAIN,PE6,2031,211
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,PE6,430,35
2024-05,WEEKDAY,10,TRAIN,DT13,7518,13461
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,DT13,4656,7291
2024-05,WEEKDAY,7,TRAIN,SW7,9580,2598
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,SW7,1007,266
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1331,5164
2024-05,WEEKDAY,21,TRAIN,DT30,2520,12454
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,NE14,14282,14987
2024-05,WEEKDAY,15,TRAIN,NE14,24229,27526
2024-05,WEEKDAY,17,TRAIN,NE1/CC29,101705,55506
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,44128,35129
2024-05,WEEKDAY,21,TRAIN,EW21/CC22,25875,12845
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,7371,5400
2024-05,WEEKDAY,23,TRAIN,NS8,3523,9974
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2688,4826
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,343
2024-05,WEEKDAY,0,TRAIN,EW33,0,278
2024-05,WEEKDAY,13,TRAIN,NS16,39251,37947
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NS16,22624,22214
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,SW4,1487,1621
2024-05,WEEKDAY,15,TRAIN,SW4,1874,3332
2024-05,WEEKDAY,5,TRAIN,TE19,23,1
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,TE19,6,0
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT6,4411,2397
2024-05,WEEKDAY,12,TRAIN,DT6,9173,7055
2024-05,WEEKDAY,17,TRAIN,BP8,3372,2689
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,BP8,838,815
2024-05,WEEKDAY,9,TRAIN,TE12,4394,11413
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,TE12,1348,2622
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,NE13,646,132
2024-05,WEEKDAY,5,TRAIN,NE13,3942,683
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,EW9,12826,18695
2024-05,WEEKDAY,19,TRAIN,EW9,25376,59381
2024-05,WEEKDAY,9,TRAIN,NS27/CE2/TE20,1443,23425
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2/TE20,590,1222
2024-05,WEEKDAY,17,TRAIN,TE1,30560,5371
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,TE1,2299,2390
2024-05,WEEKDAY,11,TRAIN,DT30,9838,2690
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,DT30,5117,1937
2024-05,WEEKDAY,5,TRAIN,NS8,14770,2103
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2870,388
2024-05,WEEKDAY,14,TRAIN,EW9,17710,15908
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,EW9,12960,12177
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,DT34,1567,1387
2024-05,WEEKDAY,8,TRAIN,DT34,14020,12041
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,TE4,2351,1735
2024-05,WEEKDAY,15,TRAIN,TE4,3944,3166
2024-05,WEEKDAY,23,TRAIN,NE12/CC13,9146,26103
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,4615,11941
2024-05,WEEKDAY,6,TRAIN,NS3,45614,9003
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS3,7302,2475
2024-05,WEEKDAY,20,TRAIN,CG2,26557,18732
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,CG2,16244,9794
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,CC2,382,1115
2024-05,WEEKDAY,7,TRAIN,CC2,1259,5020
2024-05,WEEKDAY,10,TRAIN,EW8/CC9,24894,50411
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,21145,44880
2024-05,WEEKDAY,9,TRAIN,EW24/NS1,37510,86298
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,15319,25527
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,DT18,2703,4644
2024-05,WEEKDAY,11,TRAIN,DT18,11980,17571
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,DT21,3670,4358
2024-05,WEEKDAY,14,TRAIN,DT21,6004,6765
2024-05,WEEKDAY,6,TRAIN,NS17/CC15,36359,23290
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,6157,3969
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,DT22,8151,11464
2024-05,WEEKDAY,18,TRAIN,DT22,15053,27157
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,TE18,6048,5213
2024-05,WEEKDAY,17,TRAIN,TE18,16081,9809
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,NS28,2835,3012
2024-05,WEEKDAY,12,TRAIN,NS28,2779,1810
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,SE4,90,769
2024-05,WEEKDAY,23,TRAIN,SE4,224,1909
2024-05,WEEKDAY,13,TRAIN,EW20,11725,10831
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,EW20,6754,5517
2024-05,WEEKDAY,18,TRAIN,BP11,3534,11193
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,BP11,1365,1826
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NS15,7291,4825
2024-05,WEEKDAY,13,TRAIN,NS15,25242,21063
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,TE19,1296,905
2024-05,WEEKDAY,21,TRAIN,TE19,7574,1633
2024-05,WEEKDAY,6,TRAIN,EW19,19139,8146
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,EW19,3004,1556
2024-05,WEEKDAY,22,TRAIN,CC14,2401,5084
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,CC14,883,1958
2024-05,WEEKDAY,20,TRAIN,CC16,5791,8009
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1841,3106
2024-05,WEEKDAY,8,TRAIN,CC16,19435,22940
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,CC16,2737,4054
2024-05,WEEKDAY,19,TRAIN,NS5,22314,79252
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,NS5,9892,18662
2024-05,WEEKDAY,21,TRAIN,NS23,65261,14241
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NS23,28403,6438
2024-05,WEEKDAY,6,TRAIN,EW2/DT32,56967,24637
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,9052,4793
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,NS2,4818,12685
2024-05,WEEKDAY,22,TRAIN,NS2,9822,27393
2024-05,WEEKDAY,9,TRAIN,NS11,56494,20454
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NS11,24675,9967
2024-05,WEEKDAY,14,TRAIN,DT31,5550,6678
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,DT31,3622,3759
2024-05,WEEKDAY,22,TRAIN,NE17/PTC,16641,34767
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,9034,15888
2024-05,WEEKDAY,6,TRAIN,TE8,6069,2929
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,TE8,895,904
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,19501,27852
2024-05,WEEKDAY,12,TRAIN,NE7/DT12,40439,35311
2024-05,WEEKDAY,8,TRAIN,PE4,3944,1664
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,PE4,885,488
2024-05,WEEKDAY,15,TRAIN,DT34,3686,3529
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1850,1830
2024-05,WEEKDAY,23,TRAIN,TE1,300,1184
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,TE1,184,1170
2024-05,WEEKDAY,10,TRAIN,TE6,11655,3458
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,TE6,7269,2530
2024-05,WEEKDAY,17,TRAIN,BP7,1217,2097
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,BP7,321,520
2024-05,WEEKDAY,19,TRAIN,DT21,13444,10043
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4624,2795
2024-05,WEEKDAY,18,TRAIN,PE6,9053,17728
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PE6,3642,4270
2024-05,WEEKDAY,0,TRAIN,DT34,2,665
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,DT34,1,286
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,CC11,6793,4843
2024-05,WEEKDAY,20,TRAIN,CC11,25059,10279
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS8,7995,2934
2024-05,WEEKDAY,6,TRAIN,NS8,51681,12012
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,SW6,11,292
2024-05,WEEKDAY,0,TRAIN,SW6,16,593
2024-05,WEEKDAY,16,TRAIN,NE8,28863,30710
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,NE8,23582,27914
2024-05,WEEKDAY,11,TRAIN,EW9,15951,12331
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,EW9,12407,10539
2024-05,WEEKDAY,11,TRAIN,DT31,6888,4243
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,DT31,4496,2302
2024-05,WEEKDAY,16,TRAIN,EW6,9144,14269
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,EW6,5426,6996
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,NE11,8057,7276
2024-05,WEEKDAY,15,TRAIN,NE11,18003,13825
2024-05,WEEKDAY,10,TRAIN,SE5,2724,1161
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1820,835
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,19764,21318
2024-05,WEEKDAY,16,TRAIN,BP6/DT1,31844,47724
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,CC24,4592,3430
2024-05,WEEKDAY,14,TRAIN,CC24,18164,19886
2024-05,WEEKDAY,7,TRAIN,NS18,36600,16319
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NS18,6219,2478
2024-05,WEEKDAY,20,TRAIN,NE9,19210,26050
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,NE9,7551,10988
2024-05,WEEKDAY,21,TRAIN,DT27,5510,9036
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,DT27,2105,4773
2024-05,WEEKDAY,21,TRAIN,CE1/DT16,77323,19788
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,61763,11041
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,EW29,8622,5500
2024-05,WEEKDAY,16,TRAIN,EW29,27635,5313
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,TE12,1045,3245
2024-05,WEEKDAY,8,TRAIN,TE12,5879,20983
2024-05,WEEKDAY,20,TRAIN,TE22,8383,4631
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,TE22,6571,5704
2024-05,WEEKDAY,23,TRAIN,DT20,3891,2132
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1685,990
2024-05,WEEKDAY,16,TRAIN,EW15,44135,19147
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,EW15,12868,8770
2024-05,WEEKDAY,9,TRAIN,EW32,1667,4874
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,EW32,2092,775
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,27723,23460
2024-05,WEEKDAY,19,TRAIN,NE7/DT12,42856,49166
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,DT3,2521,4727
2024-05,WEEKDAY,19,TRAIN,DT3,5878,20507
2024-05,WEEKDAY,17,TRAIN,NS2,45507,58234
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,NS2,14944,16786
2024-05,WEEKDAY,0,TRAIN,TE13,26,99
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,TE13,10,41
2024-05,WEEKDAY,18,TRAIN,TE18,23913,17319
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,TE18,5647,6279
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,EW30,81,599
2024-05,WEEKDAY,23,TRAIN,EW30,99,592
2024-05,WEEKDAY,10,TRAIN,SW7,3056,1194
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1914,672
2024-05,WEEKDAY,5,TRAIN,CC11,1522,1247
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,CC11,439,160
2024-05,WEEKDAY,9,TRAIN,TE13,3044,7685
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1295,2142
2024-05,WEEKDAY,17,TRAIN,EW9,34449,32972
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,EW9,15399,18139
2024-05,WEEKDAY,17,TRAIN,TE3,24165,14685
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,TE3,5478,4012
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,2639,6710
2024-05,WEEKDAY,22,TRAIN,CC10/DT26,7418,13826
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,PE6,894,2016
2024-05,WEEKDAY,22,TRAIN,PE6,1804,4516
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,TE5,2816,1132
2024-05,WEEKDAY,9,TRAIN,TE5,7061,2913
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,NS7,14029,11040
2024-05,WEEKDAY,16,TRAIN,NS7,20330,26203
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1202,2611
2024-05,WEEKDAY,23,TRAIN,NS15,4204,5137
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,TE15,2603,4349
2024-05,WEEKDAY,9,TRAIN,TE15,8317,13607
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,EW26,4130,17267
2024-05,WEEKDAY,22,TRAIN,EW26,7722,37159
2024-05,WEEKDAY,12,TRAIN,NE5,11406,14123
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,NE5,4836,7572
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,TE13,1989,2199
2024-05,WEEKDAY,11,TRAIN,TE13,4140,3926
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,15707,35674
2024-05,WEEKDAY,10,TRAIN,NE4/DT19,29288,66001
2024-05,WEEKDAY,18,TRAIN,PE5,6247,14748
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PE5,2400,3270
2024-05,WEEKDAY,13,TRAIN,NE11,14336,13800
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NE11,8799,8366
2024-05,WEEKDAY,22,TRAIN,PW3,475,1398
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,PW3,193,1068
2024-05,WEEKDAY,18,TRAIN,TE12,10588,4948
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,TE12,1790,1235
2024-05,WEEKDAY,20,TRAIN,SE3,914,6052
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,SE3,586,2246
2024-05,WEEKDAY,12,TRAIN,DT13,11187,16694
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT13,6193,7528
2024-05,WEEKDAY,20,TRAIN,TE3,5956,13853
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,TE3,2383,5001
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3585,13745
2024-05,WEEKDAY,23,TRAIN,NS16,8371,27490
2024-05,WEEKDAY,13,TRAIN,NS27/CE2/TE20,3580,7720
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2/TE20,1737,2772
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,173,235
2024-05,WEEKDAY,0,TRAIN,NS24/NE6/CC1,432,414
2024-05,WEEKDAY,14,TRAIN,BP9,1899,1742
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,BP9,960,942
2024-05,WEEKDAY,19,TRAIN,EW24/NS1,137663,105286
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,52039,37741
2024-05,WEEKDAY,12,TRAIN,NS23,24448,46546
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,NS23,13588,28972
2024-05,WEEKDAY,21,TRAIN,PE4,926,2083
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,PE4,483,1011
2024-05,WEEKDAY,13,TRAIN,NE4/DT19,80117,60623
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,34513,38135
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,PE5,965,3364
2024-05,WEEKDAY,20,TRAIN,PE5,1766,9564
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,TE13,1510,1113
2024-05,WEEKDAY,20,TRAIN,TE13,3980,2192
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,CC26,1477,1193
2024-05,WEEKDAY,15,TRAIN,CC26,3562,2504
2024-05,WEEKDAY,22,TRAIN,NS19,13689,35976
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,NS19,6248,16610
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NS8,6796,8636
2024-05,WEEKDAY,21,TRAIN,NS8,11567,22895
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,PE2,3868,1838
2024-05,WEEKDAY,11,TRAIN,PE2,5737,2909
2024-05,WEEKDAY,11,TRAIN,EW28,20853,10448
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,EW28,16791,6371
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,5671,12926
2024-05,WEEKDAY,10,TRAIN,EW14/NS26,19900,81911
2024-05,WEEKDAY,16,TRAIN,DT33,13991,18221
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,DT33,7903,7270
2024-05,WEEKDAY,9,TRAIN,PW4,6115,3701
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,PW4,2671,1876
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,BP12,394,860
2024-05,WEEKDAY,21,TRAIN,BP12,965,2265
2024-05,WEEKDAY,22,TRAIN,EW16/NE3/TE17,19588,11193
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3/TE17,6828,5392
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,SW2,1199,1012
2024-05,WEEKDAY,7,TRAIN,SW2,12697,4512
2024-05,WEEKDAY,18,TRAIN,CC21,14572,31513
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,CC21,6382,7029
2024-05,WEEKDAY,14,TRAIN,CC4/DT15,18735,18945
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,10555,14216
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,EW3,5236,3238
2024-05,WEEKDAY,7,TRAIN,EW3,41742,24557
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,7164,16189
2024-05,WEEKDAY,8,TRAIN,EW12/DT14,28411,124558
2024-05,WEEKDAY,19,TRAIN,DT8,6849,6564
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,DT8,1200,2141
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,NE9,14069,8842
2024-05,WEEKDAY,11,TRAIN,NE9,23976,15137
2024-05,WEEKDAY,19,TRAIN,CC17/TE9,8205,11270
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,CC17/TE9,1888,2370
2024-05,WEEKDAY,8,TRAIN,DT30,41000,5646
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,DT30,4575,1804
2024-05,WEEKDAY,18,TRAIN,PW5,3015,6822
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PW5,1808,3295
2024-05,WEEKDAY,17,TRAIN,PE5,6973,9991
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,PE5,2969,3085
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,DT6,1305,2350
2024-05,WEEKDAY,7,TRAIN,DT6,11669,19598
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,BP12,189,752
2024-05,WEEKDAY,22,TRAIN,BP12,424,1700
2024-05,WEEKDAY,6,TRAIN,NS16,57588,33436
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS16,12249,6308
