YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2024-05,WEEKDAY,15,TRAIN,CC3,9161,6747
2024-05,WEEKDAY,21,TRAIN,CC16,4337,6623
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,CC16,1482,2960
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,NS7,10943,11059
2024-05,WEEKDAY,13,TRAIN,NS7,16139,14866
2024-05,WEEKDAY,10,TRAIN,PW5,2640,1327
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,PW5,2735,859
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,EW9,129,573
2024-05,WEEKDAY,0,TRAIN,EW9,292,1229
2024-05,WEEKDAY,12,TRAIN,DT20,6127,5509
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT20,3098,3022
2024-05,WEEKDAY,15,TRAIN,BP11,2008,2943
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,BP11,1389,1294
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,EW33,2465,1431
2024-05,WEEKDAY,15,TRAIN,EW33,3228,1877
2024-05,WEEKDAY,23,TRAIN,DT5,2581,7354
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,DT5,1006,3337
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,DT17,3646,3393
2024-05,WEEKDAY,18,TRAIN,DT17,135633,12065
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,SW7,1255,1179
2024-05,WEEKDAY,15,TRAIN,SW7,2003,2814
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,EW4,1034,76
2024-05,WEEKDAY,5,TRAIN,EW4,4013,516
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2638,3318
2024-05,WEEKDAY,19,TRAIN,CC16,10668,13848
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,EW4,6212,5500
2024-05,WEEKDAY,7,TRAIN,EW4,41621,43864
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,DT30,10,404
2024-05,WEEKDAY,0,TRAIN,DT30,15,1062
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,EW28,12017,10142
2024-05,WEEKDAY,15,TRAIN,EW28,17353,16579
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1888,559
2024-05,WEEKDAY,8,TRAIN,SE3,10578,1446
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,CC12,612,2181
2024-05,WEEKDAY,22,TRAIN,CC12,1686,5505
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,CC3,698,6600
2024-05,WEEKDAY,9,TRAIN,CC3,2200,20049
2024-05,WEEKDAY,5,TRAIN,EW2/DT32,15591,2103
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,3065,393
2024-05,WEEKDAY,16,TRAIN,NS9/TE2,51900,86061
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,29664,33692
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NS7,18401,15156
2024-05,WEEKDAY,7,TRAIN,NS7,66549,46428
2024-05,WEEKDAY,21,TRAIN,NS24/NE6/CC1,61793,15521
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,24427,7037
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS5,10497,2504
2024-05,WEEKDAY,6,TRAIN,NS5,69964,17916
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,NS8,8377,7546
2024-05,WEEKDAY,15,TRAIN,NS8,16699,14721
2024-05,WEEKDAY,12,TRAIN,BP7,770,862
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,BP7,363,495
2024-05,WEEKDAY,0,TRAIN,NS17/CC15,640,2465
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,367,1113
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,PE4,1233,713
2024-05,WEEKDAY,11,TRAIN,PE4,1661,879
2024-05,WEEKDAY,14,TRAIN,NE5,10774,12093
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NE5,6320,7105
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3/TE17,12390,8809
2024-05,WEEKDAY,15,TRAIN,EW16/NE3/TE17,36987,23415
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,TE4,2120,2160
2024-05,WEEKDAY,9,TRAIN,TE4,4337,4757
2024-05,WEEKDAY,17,TRAIN,PW1,3170,3237
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,PW1,1545,1435
2024-05,WEEKDAY,23,TRAIN,DT6,452,2328
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,DT6,233,1031
2024-05,WEEKDAY,15,TRAIN,CG2,31919,19415
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,CG2,18768,15872
2024-05,WEEKDAY,13,TRAIN,EW6,9924,10586
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,EW6,6120,5679
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,NS14,19535,9837
2024-05,WEEKDAY,10,TRAIN,NS14,35452,14136
2024-05,WEEKDAY,11,TRAIN,TE18,7020,13455
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,TE18,4333,7559
2024-05,WEEKDAY,19,TRAIN,PW3,1894,3559
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,PW3,878,1364
2024-05,WEEKDAY,7,TRAIN,NS19,64906,51391
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NS19,10556,6939
2024-05,WEEKDAY,16,TRAIN,EW19,16532,18265
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,EW19,8266,8894
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,EW31,1835,2345
2024-05,WEEKDAY,8,TRAIN,EW31,2972,22652
2024-05,WEEKDAY,5,TRAIN,EW12/DT14,5887,908
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,885,173
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,PE4,917,425
2024-05,WEEKDAY,9,TRAIN,PE4,2110,790
2024-05,WEEKDAY,22,TRAIN,PE1,606,4276
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,PE1,339,2039
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,PE2,174,1602
2024-05,WEEKDAY,23,TRAIN,PE2,307,3360
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,NS18,6968,7820
2024-05,WEEKDAY,18,TRAIN,NS18,34450,35460
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,EW4,9124,8812
2024-05,WEEKDAY,17,TRAIN,EW4,34038,20124
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,DT8,2849,1822
2024-05,WEEKDAY,13,TRAIN,DT8,8738,4547
2024-05,WEEKDAY,17,TRAIN,EW25,12334,21658
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,EW25,6865,8187
2024-05,WEEKDAY,0,TRAIN,DT17,254,91
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,DT17,50,38
2024-05,WEEKDAY,0,TRAIN,EW27,143,5563
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,EW27,80,3113
2024-05,WEEKDAY,9,TRAIN,CG2,14458,28308
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,CG2,7147,11571
2024-05,WEEKDAY,16,TRAIN,EW2/DT32,51013,66238
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,31919,31058
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,27424,25912
2024-05,WEEKDAY,14,TRAIN,NE17/PTC,38935,44561
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,CC21,6071,3701
2024-05,WEEKDAY,20,TRAIN,CC21,14669,9371
2024-05,WEEKDAY,21,TRAIN,EW15,52763,9486
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,EW15,9923,4296
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,SW5,4696,4388
2024-05,WEEKDAY,14,TRAIN,SW5,7771,8307
2024-05,WEEKDAY,13,TRAIN,DT6,9265,6891
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,DT6,3539,2982
2024-05,WEEKDAY,9,TRAIN,CE1/DT16,7832,39307
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,CE1/DT16,4225,18068
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,SE5,686,215
2024-05,WEEKDAY,6,TRAIN,SE5,4576,2401
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,EW30,926,598
2024-05,WEEKDAY,9,TRAIN,EW30,994,3401
2024-05,WEEKDAY,22,TRAIN,SW1,1770,1006
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,SW1,745,433
2024-05,WEEKDAY,20,TRAIN,TE16,5071,7649
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,TE16,2125,3445
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NS8,10370,5765
2024-05,WEEKDAY,7,TRAIN,NS8,86616,28336
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,15436,8391
2024-05,WEEKDAY,19,TRAIN,CC4/DT15,44434,21326
2024-05,WEEKDAY,11,TRAIN,CC20,4953,3417
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,CC20,3363,2549
2024-05,WEEKDAY,8,TRAIN,NE16/STC,128610,28037
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,NE16/STC,19279,8477
2024-05,WEEKDAY,6,TRAIN,CC21,4773,3525
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,CC21,900,930
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,NE14,67,1345
2024-05,WEEKDAY,0,TRAIN,NE14,181,2975
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,378,0
2024-05,WEEKDAY,5,TRAIN,CE1/DT16,1041,50
2024-05,WEEKDAY,8,TRAIN,DT2,8396,8887
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,DT2,1324,655
2024-05,WEEKDAY,0,TRAIN,CC28,21,132
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,CC28,8,63
2024-05,WEEKDAY,22,TRAIN,EW10,5373,14685
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,EW10,3125,6627
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,EW4,835,4558
2024-05,WEEKDAY,23,TRAIN,EW4,1455,9182
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,EW20,5398,5538
2024-05,WEEKDAY,14,TRAIN,EW20,10827,9950
2024-05,WEEKDAY,14,TRAIN,EW26,20679,19333
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,EW26,14411,12912
2024-05,WEEKDAY,6,TRAIN,NS20,5566,35926
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1135,10274
2024-05,WEEKDAY,6,TRAIN,DT29,14325,3329
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,DT29,2536,507
2024-05,WEEKDAY,7,TRAIN,NS24/NE6/CC1,11230,27467
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,2146,5294
2024-05,WEEKDAY,7,TRAIN,BP7,4406,2452
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,BP7,284,163
2024-05,WEEKDAY,20,TRAIN,BP11,1367,5001
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,BP11,580,1774
2024-05,WEEKDAY,11,TRAIN,TE14/NS22,36346,88619
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,TE14/NS22,27053,64339
2024-05,WEEKDAY,7,TRAIN,NE7/DT12,23308,33971
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,6018,7292
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,CC3,7915,5472
2024-05,WEEKDAY,18,TRAIN,CC3,25705,14666
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NS5,13170,13795
2024-05,WEEKDAY,14,TRAIN,NS5,22087,22000
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1893,2119
2024-05,WEEKDAY,16,TRAIN,DT7,7762,5291
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,CC3,722,3533
2024-05,WEEKDAY,8,TRAIN,CC3,2527,23587
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,CC7,1538,3199
2024-05,WEEKDAY,22,TRAIN,CC7,4321,6778
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,PW4,3155,2413
2024-05,WEEKDAY,10,TRAIN,PW4,4505,2839
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,BP13,569,404
2024-05,WEEKDAY,18,TRAIN,BP13,1372,3571
2024-05,WEEKDAY,7,TRAIN,BP9,7078,2742
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,BP9,936,603
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,CC26,1602,1282
2024-05,WEEKDAY,16,TRAIN,CC26,6870,3059
2024-05,WEEKDAY,15,TRAIN,DT29,4219,5905
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,DT29,3079,3007
2024-05,WEEKDAY,9,TRAIN,EW31,1408,4415
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,EW31,1230,936
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,PW4,3386,3482
2024-05,WEEKDAY,14,TRAIN,PW4,3974,5820
2024-05,WEEKDAY,12,TRAIN,EW7,15068,12963
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,EW7,10394,7498
2024-05,WEEKDAY,9,TRAIN,CC12,11361,4389
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,CC12,3311,1866
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NS19,7296,3851
2024-05,WEEKDAY,6,TRAIN,NS19,33079,19900
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,NS28,955,3044
2024-05,WEEKDAY,11,TRAIN,NS28,1575,1761
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,CG2,16566,17182
2024-05,WEEKDAY,14,TRAIN,CG2,26835,24156
2024-05,WEEKDAY,0,TRAIN,PE7,11,461
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,PE7,2,233
2024-05,WEEKDAY,9,TRAIN,NS9/TE2,69449,47660
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,26736,20347
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,DT21,3099,2562
2024-05,WEEKDAY,22,TRAIN,DT21,8865,4924
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,EW11,9519,8810
2024-05,WEEKDAY,19,TRAIN,EW11,26171,30489
2024-05,WEEKDAY,22,TRAIN,DT31,3307,10220
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,DT31,1214,5039
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,PE2,3154,3101
2024-05,WEEKDAY,17,TRAIN,PE2,6542,8893
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,BP2,196,1126
2024-05,WEEKDAY,22,TRAIN,BP2,338,2802
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,NS18,8967,4086
2024-05,WEEKDAY,11,TRAIN,NS18,14819,7612
2024-05,WEEKDAY,14,TRAIN,NS23,31823,35102
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NS23,21698,28118
2024-05,WEEKDAY,21,TRAIN,DT31,5047,11985
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,DT31,1601,5316
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,PW1,1296,892
2024-05,WEEKDAY,19,TRAIN,PW1,2595,2417
2024-05,WEEKDAY,10,TRAIN,EW5,32882,21185
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,EW5,19794,12669
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,DT10/TE11,839,1658
2024-05,WEEKDAY,23,TRAIN,DT10/TE11,1540,3584
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,TE8,76,158
2024-05,WEEKDAY,0,TRAIN,TE8,150,370
2024-05,WEEKDAY,11,TRAIN,NS16,37140,28416
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,NS16,23458,16456
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,CC23,182,1124
2024-05,WEEKDAY,6,TRAIN,CC23,801,13384
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2682,2779
2024-05,WEEKDAY,14,TRAIN,SE2,4257,5218
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NS18,963,4834
2024-05,WEEKDAY,23,TRAIN,NS18,2123,9963
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,12044,10510
2024-05,WEEKDAY,15,TRAIN,EW14/NS26,49243,29815
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,PW4,1634,693
2024-05,WEEKDAY,7,TRAIN,PW4,16042,2500
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,BP12,1740,715
2024-05,WEEKDAY,9,TRAIN,BP12,4567,1356
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,EW15,12523,8872
2024-05,WEEKDAY,15,TRAIN,EW15,33597,20002
2024-05,WEEKDAY,23,TRAIN,DT2,114,1210
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,DT2,56,457
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,BP3,2038,2014
2024-05,WEEKDAY,16,TRAIN,BP3,3415,4837
2024-05,WEEKDAY,15,TRAIN,SW8,2039,2139
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,SW8,1030,908
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,DT10/TE11,4320,3583
2024-05,WEEKDAY,17,TRAIN,DT10/TE11,15201,12109
2024-05,WEEKDAY,22,TRAIN,PW5,558,4017
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,PW5,341,2608
2024-05,WEEKDAY,6,TRAIN,NE15,32741,5983
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,NE15,4275,1304
2024-05,WEEKDAY,0,TRAIN,TE6,69,1455
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,TE6,24,600
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,NE16/STC,12587,23457
2024-05,WEEKDAY,21,TRAIN,NE16/STC,27408,56031
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,EW23,9028,8819
2024-05,WEEKDAY,6,TRAIN,EW23,52792,48565
2024-05,WEEKDAY,11,TRAIN,DT6,7471,6206
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,DT6,4017,2340
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,BP6/DT1,15131,25662
2024-05,WEEKDAY,19,TRAIN,BP6/DT1,49601,105720
2024-05,WEEKDAY,14,TRAIN,BP2,1903,2032
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,BP2,1276,1262
2024-05,WEEKDAY,0,TRAIN,CC7,48,594
2024-05,WEEKENDS/HOLIDAY,0,TRAIN,CC7,10,295
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,TE14/NS22,65113,39909
2024-05,WEEKDAY,18,TRAIN,TE14/NS22,151205,120824
2024-05,WEEKDAY,10,TRAIN,EW31,1340,1350
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,EW31,1325,377
2024-05,WEEKDAY,9,TRAIN,NS12,23133,7784
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NS12,9932,4607
2024-05,WEEKDAY,19,TRAIN,PE1,3255,9064
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,PE1,1523,2491
2024-05,WEEKDAY,20,TRAIN,DT23,4967,3311
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,DT23,1584,1263
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,PW6,255,816
2024-05,WEEKDAY,20,TRAIN,PW6,542,2392
2024-05,WEEKDAY,19,TRAIN,EW30,11275,2713
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,EW30,1815,1572
2024-05,WEEKDAY,17,TRAIN,TE14/NS22,117004,82384
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,TE14/NS22,68976,49434
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,7102,16319
2024-05,WEEKDAY,23,TRAIN,NS9/TE2,11447,35308
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NS7,18291,13950
2024-05,WEEKDAY,9,TRAIN,NS7,39250,27461
2024-05,WEEKENDS/HOLIDAY,23,TRAIN,CC4/DT15,4038,730
2024-05,WEEKDAY,23,TRAIN,CC4/DT15,8361,1457
2024-05,WEEKDAY,16,TRAIN,TE8,9450,10899
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,TE8,6070,6101
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,NE13,10108,10055
2024-05,WEEKDAY,8,TRAIN,NE13,58765,36023
2024-05,WEEKDAY,13,TRAIN,BP13,1206,893
2024-05,WEEKENDS/HOLIDAY,13,TRAIN,BP13,680,371
2024-05,WEEKDAY,11,TRAIN,CC28,3492,1895
2024-05,WEEKENDS/HOLIDAY,11,TRAIN,CC28,2239,1211
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,EW8/CC9,34320,32791
2024-05,WEEKDAY,14,TRAIN,EW8/CC9,45128,46075
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,SE3,963,78
2024-05,WEEKDAY,6,TRAIN,SE3,7194,774
2024-05,WEEKDAY,15,TRAIN,BP2,1755,2334
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,BP2,1343,1221
2024-05,WEEKDAY,15,TRAIN,DT31,8239,7328
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,DT31,3772,3779
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,PE6,3912,3959
2024-05,WEEKDAY,17,TRAIN,PE6,9690,11702
2024-05,WEEKDAY,20,TRAIN,DT8,2684,3197
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,DT8,748,1447
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,TE4,2546,1884
2024-05,WEEKDAY,16,TRAIN,TE4,6581,4050
2024-05,WEEKDAY,19,TRAIN,SW6,2513,9645
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,SW6,1095,2302
2024-05,WEEKDAY,9,TRAIN,NE16/STC,63442,22174
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,23808,11344
2024-05,WEEKDAY,15,TRAIN,PW5,2217,2669
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,PW5,1755,1655
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,EW28,17009,7442
2024-05,WEEKDAY,7,TRAIN,EW28,134259,39272
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,EW18,3080,2614
2024-05,WEEKDAY,6,TRAIN,EW18,18520,13318
2024-05,WEEKDAY,12,TRAIN,DT10/TE11,8269,5776
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT10/TE11,4976,3322
2024-05,WEEKDAY,18,TRAIN,PW1,3594,3378
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PW1,1606,1395
2024-05,WEEKDAY,9,TRAIN,BP3,6541,1766
2024-05,WEEKENDS/HOLIDAY,9,TRAIN,BP3,2909,885
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,NS8,8306,8128
2024-05,WEEKDAY,16,TRAIN,NS8,17887,18886
2024-05,WEEKENDS/HOLIDAY,16,TRAIN,CC8,4791,4918
2024-05,WEEKDAY,16,TRAIN,CC8,11708,9396
2024-05,WEEKDAY,20,TRAIN,NS19,28190,46436
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,NS19,11266,19441
2024-05,WEEKENDS/HOLIDAY,15,TRAIN,DT28,4387,4047
2024-05,WEEKDAY,15,TRAIN,DT28,6777,6743
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,NS5,17513,7933
2024-05,WEEKDAY,10,TRAIN,NS5,26476,13297
2024-05,WEEKDAY,20,TRAIN,TE6,4382,17456
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,TE6,2201,6558
2024-05,WEEKDAY,12,TRAIN,DT18,15934,18882
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT18,3114,4731
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,SW3,305,11
2024-05,WEEKDAY,5,TRAIN,SW3,1468,64
2024-05,WEEKENDS/HOLIDAY,8,TRAIN,PW4,2494,1554
2024-05,WEEKDAY,8,TRAIN,PW4,11505,4371
2024-05,WEEKDAY,10,TRAIN,CC14,6146,3325
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,CC14,3843,2053
2024-05,WEEKENDS/HOLIDAY,20,TRAIN,PE7,1074,2919
2024-05,WEEKDAY,20,TRAIN,PE7,4244,7155
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,EW6,5197,5831
2024-05,WEEKDAY,14,TRAIN,EW6,8226,10490
2024-05,WEEKDAY,17,TRAIN,DT29,11722,14300
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,DT29,3652,3971
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,BP8,760,722
2024-05,WEEKDAY,14,TRAIN,BP8,1436,1379
2024-05,WEEKDAY,7,TRAIN,DT8,7891,27147
2024-05,WEEKENDS/HOLIDAY,7,TRAIN,DT8,808,1674
2024-05,WEEKDAY,22,TRAIN,DT20,6781,4094
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,DT20,3137,1915
2024-05,WEEKDAY,12,TRAIN,CC16,8550,4926
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,CC16,5017,2547
2024-05,WEEKDAY,18,TRAIN,PE4,2536,3684
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PE4,1036,1388
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,PE1,1949,2180
2024-05,WEEKDAY,18,TRAIN,PE1,4303,9307
2024-05,WEEKDAY,17,TRAIN,NS10,66258,70588
2024-05,WEEKENDS/HOLIDAY,17,TRAIN,NS10,20091,20298
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,PE2,2669,2798
2024-05,WEEKDAY,14,TRAIN,PE2,5184,5850
2024-05,WEEKDAY,10,TRAIN,CC11,5933,21227
2024-05,WEEKENDS/HOLIDAY,10,TRAIN,CC11,3434,6840
2024-05,WEEKENDS/HOLIDAY,18,TRAIN,NS27/CE2/TE20,2134,2785
2024-05,WEEKDAY,18,TRAIN,NS27/CE2/TE20,38313,5026
2024-05,WEEKDAY,12,TRAIN,DT33,15473,7728
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,DT33,9387,4677
2024-05,WEEKENDS/HOLIDAY,22,TRAIN,EW4,2382,7848
2024-05,WEEKDAY,22,TRAIN,EW4,4188,17263
2024-05,WEEKDAY,5,TRAIN,DT24,1576,9
2024-05,WEEKENDS/HOLIDAY,5,TRAIN,DT24,193,2
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,NE1/CC29,27050,37543
2024-05,WEEKDAY,14,TRAIN,NE1/CC29,39598,43065
2024-05,WEEKENDS/HOLIDAY,14,TRAIN,DT28,4421,3629
2024-05,WEEKDAY,14,TRAIN,DT28,6350,6905
2024-05,WEEKDAY,21,TRAIN,TE7,3240,6516
2024-05,WEEKENDS/HOLIDAY,21,TRAIN,TE7,1287,2508
2024-05,WEEKENDS/HOLIDAY,6,TRAIN,SW8,468,229
2024-05,WEEKDAY,6,TRAIN,SW8,3247,2120
2024-05,WEEKDAY,19,TRAIN,NE9,37217,37598
2024-05,WEEKENDS/HOLIDAY,19,TRAIN,NE9,10986,11556
2024-05,WEEKDAY,12,TRAIN,CC25,5402,4268
2024-05,WEEKENDS/HOLIDAY,12,TRAIN,CC25,3649,2183
